MW,LogP,HDonors,HAcceptors,Solubility,SMILES
362.1780831931537,0.1107975730317178,3,7,136.21444671699382,BrBrClOCl
765.5000144869413,2.251405684270149,2,5,50.12240345129653,ONOBrClNCl
612.3957592679835,4.23767501525845,3,0,36.15594650386122,ClBrBrBrC
519.0609389379256,3.393349318457367,5,3,61.89489399180319,NCClNO
209.2130483097056,3.8393668871686986,1,6,93.19225417514184,BrCONBrBrBrN
209.19616423534185,2.952700200264304,5,1,107.97214279951056,CClBrClNC
140.65852851773963,3.1536593871071146,1,8,113.19002748349732,CBrCBrONClBrCl
706.3233020424547,4.095173909391916,0,7,26.79002208816124,BrNCBrCClO
520.7805082202462,0.4980080531551156,4,7,109.93563558655062,NNCCClBrCBr
595.6508044572319,1.9365497818588429,5,6,76.60115307853196,OOClNO
114.40914600706172,0.3272566509176133,3,3,163.57791256715706,CCClNNO
778.936896513396,4.926008047979882,0,1,3.866087136160797,OCNCClC
682.7098485602952,4.66435603811968,4,2,20.255334961301774,ClNClClOCBrNCN
248.6373774747933,-0.7634391317889646,3,5,164.97764667880026,ClBrBrClOONCC
227.27747704497045,3.233451035094131,2,4,101.03279811780985,NOClCCNNCC
228.3831568974037,4.5514899044939945,3,7,78.92727364625797,BrOBrOC
312.9695700716764,0.0834520707640011,1,5,142.8212692283071,OClNCOBr
467.32950214256647,2.407671383315777,1,5,84.78928917691624,NCBrCNBr
402.36151304948106,4.492929785528251,2,0,58.15598111001069,CClBrCBr
303.8603981386293,-0.796324128485207,0,3,158.62285237409145,BrNCCOC
528.2970263056657,3.1845216034810395,4,4,64.22084498710781,NClNNBrNBrBrClBr
197.6457024564293,0.7840940442353046,3,10,145.55938645569125,ClOOClNCBrO
304.50125397465274,4.546377172259183,1,2,69.49772371551536,COCBrBrCCOBrC
356.4532903055842,4.826349470992207,0,8,58.33751419526521,OClONCl
419.2489889519251,4.665598934680603,2,0,53.16722746966597,ClClCOBrBrNBrC
649.6231729751095,1.8452852999447824,5,5,71.37568171236494,NCBrNClClNCCl
239.7716475108518,4.172255905935881,1,5,83.82427896221218,BrClNNNBrNBrC
459.9641068895281,4.067296391210422,2,9,58.04954678530196,OBrONNBrON
514.6901982034296,0.9146028394595338,3,4,103.75367790024576,NNCOCBr
132.5152889039984,3.973492844904064,4,4,100.54404147193246,ClBrNOCC
525.2813963310068,-0.7779541917070443,1,9,130.63906198707488,NBrClCOOBrOCl
219.36688658110407,2.5776192708923182,1,4,112.9521513291567,NOOBrBrNClOBr
145.53611508969567,0.3800530237262183,3,5,158.80710188501774,NClCOClNOClOCl
764.2198760773333,-0.2765986853363271,5,7,92.41582691260544,ClNCCCCl
775.9424231521915,-0.5382807902247451,0,1,95.31187694305513,ONONBrCCClCC
665.8781436815228,3.177732655268839,4,5,47.13635445199567,CNBrCNCClC
313.2296384213595,1.0392497826083966,1,0,126.85879882052346,ClClCONBr
168.37047980446872,3.3486006291725685,4,3,106.47701287156528,CBrOCC
578.9631185585099,-0.6078619552063458,1,9,121.09397610029202,CBrONCl
408.1067456177209,0.891742026983662,4,2,117.45762301472386,NOOClCCNClN
185.4267643913452,2.2369477542520237,2,8,122.87252521354812,NBrClBrBrClBr
446.6238370778891,3.744338989033781,1,2,65.0997038813675,CCOOClClClCO
124.07196478065288,0.9125150175924196,4,5,152.6157541092114,OCOBrCOCClCl
736.5242814551474,2.7553482586220546,0,0,45.34532717440567,NClOCNClBrC
281.14598712001185,4.315866489417123,2,5,76.25897678637982,BrCClONNBrNClBr
563.7655990477874,2.695179129093828,2,3,67.9429813007961,OOClNClClBr
318.19775326258764,0.3977568485218026,0,7,136.92933336681315,OClOONNClN
464.0476148244676,-0.8535953106607719,4,10,139.55396999128774,OOClCOOC
482.69719554029575,4.220593243405579,3,8,52.65296316737005,ONNOBr
229.39811886786893,-0.8723835348976772,0,3,169.19829405647766,NBrOBrO
778.709239435191,4.248210036105196,4,9,15.191177802181189,ClBrBrOClBrClClBr
642.5929763527802,2.173622804163272,0,9,66.78216455318127,NNBrOClOCl
757.6492590949324,4.634406191077377,0,5,11.387072761843829,BrCOOOCBrCOBr
726.3791452993541,3.792699414641993,1,0,29.32428326021419,NONNNN
518.5299851677596,4.987604663200025,4,3,35.3903408006963,NBrBrCCCl
745.3119645161818,1.104270892710261,3,6,71.76482289030626,NNClBrClCCC
161.9447514363437,3.603129733586761,1,0,103.03807717734436,OCNBrBr
237.18800369340164,1.411585481655453,0,7,130.1584081774006,BrNCNO
131.65910223737666,1.8792537218234528,5,9,135.55505018993705,OBrBrNC
327.73123153428503,2.7650327793102205,0,10,96.28304973637736,OCOClC
372.0741027826374,4.242062685118032,0,5,66.12302573353645,ClBrCClNNBrNNC
289.94432224172715,4.904500815195771,4,4,65.34861279985459,NOOOBrOCl
680.1162564063505,3.6096404831871087,4,9,38.15812656275437,CNOClNCOCl
349.7273286855125,1.5066006930040023,1,10,114.50740569757758,OONOOOOO
296.65415678116653,1.5281420136624213,3,8,120.78253017464716,ClClBrOClBrNCl
479.887258210774,3.425493809533349,1,1,66.2558625647641,NBrCBrOBrC
198.64695748233385,0.432662874609814,2,4,151.291415737878,ClCBrOBrBrCl
661.5378865278278,-0.337155321211632,0,5,106.26035287088207,ClClCBrNCBrCBrN
152.18545057583958,1.1277329458446594,5,6,145.5146029139424,NOCNBrClCNCN
790.8208556203621,0.7234339499244904,0,4,72.42349388204656,BrNClClBr
640.5713385076602,0.7778487227359405,0,8,90.29777064094344,OCBrOClCClClCl
239.1009770739207,0.4016465062994596,1,0,146.75160276076892,CNClCC
103.86548198652169,-0.7474408621818287,5,6,182.8074957880486,CBrNClOClN
670.8229999183839,-0.8927563915995171,5,9,114.35973153686064,BrBrOBrOOC
594.800140693332,4.926334338416189,5,6,26.87774343973036,ClNClClClBr
610.3050176286911,1.566638802415174,1,3,80.93455942282738,OBrBrClOC
639.889242680162,1.3059598829580903,0,8,81.58117994901157,CNONBrCCCBr
151.83125621386324,3.077883696158419,1,10,113.0563647039601,ONNBrNClCNOCl
350.92600998099084,0.309523327190385,4,4,134.30885996586971,NClCCOBr
181.1083416675908,4.699767103701352,4,3,82.36533889652861,ClBrNBrNCOClC
704.1723981129155,3.718070086493312,1,6,33.34394879433036,CClBrClOOBrCN
536.3086887792906,-0.4635339861264429,5,3,124.02031367136271,OBrCBrONCCC
331.62861739685445,1.5054846547095702,0,2,116.78834524690036,OBrClNCBrCC
144.49084520021654,4.274709845372988,1,8,94.02681359375646,CBrBrOClONClON
317.6876252009636,4.668392133748462,1,10,65.81584462073853,ONClNBr
327.62832541872297,1.8044090674992184,1,7,112.30630819767264,BrOOOCBr
610.7243248366449,2.680468335264246,2,0,62.318320474348624,CBrClOCClClOClO
546.2902299486492,0.0022036765524513,4,6,115.01032664721134,NOBrOONONBr
721.0489198034286,4.947011756821859,5,8,10.752022410873773,NCNBrCNBrCNBr
430.5504476133645,0.3900302083006604,3,7,123.0140239099851,ClBrClClOClCBr
183.7159721568112,4.656390644810754,5,7,82.76232606688603,CCBrNOClCC
599.2713510560965,2.8978798939542108,3,5,60.1264162187511,COClClBrN
632.5495340318282,2.6464207692731545,2,10,60.15762875813557,CBrBrCBrNBrBrC
492.8940382986474,2.076131066099052,1,3,87.11939411101821,BrClCBrC
639.6770259681927,0.3840188703065521,2,7,96.97339058220004,ONOCCOClBrBrC
445.6569174550736,0.0591681920330495,2,2,126.640082117565,ClClClClBrCl
465.91298056739583,0.3229172544210521,0,8,119.712256522058,BrOCCBrBrOCOBr
399.27871285098473,0.1186295728655271,4,1,131.44633467920147,OBrCNBrOC
117.79338872086664,3.67750684140052,3,1,107.31737905321631,NClCNClOClClCl
175.52399889531313,1.1007515550003806,1,6,143.04697422141285,NBrNClOClBrNCC
122.00042998071396,-0.6529439406196218,3,9,178.96567859607111,OCNBrCONCBr
545.4872878846463,4.814615780844868,5,3,34.903826000338086,BrCBrCC
320.04918675342867,4.302715309780554,3,9,71.61526315947884,CCBrCCC
455.999483815292,4.566513699171278,5,7,50.224836203567214,BrClClClBrBrNC
735.2965317482651,4.969446935878612,4,8,8.597151266823335,NNClCCNNCl
274.5045604042125,0.0433714953169237,5,6,148.29740502752472,OBrClCBrCBr
387.2680461249408,1.3774521134159523,3,4,111.96729234411652,ClOOBrONCl
628.885796980134,3.549430854224548,3,7,45.56542780707411,BrCBrClNBrOO
260.1587158441357,3.176123708322754,5,3,97.8780987141038,BrBrClBrOCNNCl
153.8859368801551,-0.0766245619608696,2,1,165.37466725599512,BrCNOBrNC
302.8260170396376,3.8949987499437055,4,10,80.56343537098353,ClClClONBr
212.8549010778031,0.346643431019964,0,5,150.94908018160856,COBrOOBrN
750.7883566398011,0.3429056889357385,1,8,83.76969393776254,OOBrNC
665.6842656950919,2.2218465373604817,3,0,63.09202449877216,ClBrOBrClNClCl
543.3826295572965,2.557639609050219,1,10,72.78317782116763,CNCCNBrBrNN
710.0224131314023,2.4805172470268677,0,9,53.23857757479359,NNBrNOBr
662.5704538293801,-0.4510789756134707,1,6,108.030009531552,BrOBrCClBrNClN
230.59904122022508,4.264765175782282,0,9,83.42903358443382,OOBrOBrOBr
724.7912989429844,0.5936002555322364,5,8,82.84108337325634,OBrNClCCC
477.5395693409555,-0.2229104723031749,2,9,127.35606170410014,ClOBrBrOBrN
665.2081086148438,4.332488479213863,3,8,27.97417843624681,CBrONClBrCNCBr
727.2639099464452,4.73390898937852,0,9,13.526861433719017,ClNNClCl
322.60243248030474,4.172765703592704,1,10,73.46193421341684,ClClBrONNCCO
177.03634716937373,3.857096448349268,3,2,96.91884913134048,ClCNCCBr
259.5546137793592,2.9314518838341304,2,10,102.03147521367792,BrONClBrNBrNC
398.9754520383794,2.305144223654836,5,4,95.04233143428864,ONOONCCl
672.6103361457452,-0.4780794405315391,3,7,107.22503199064084,ClClCNCClO
702.5114082794404,1.4507192784241925,0,7,71.34075265800008,NBrOOClNBr
104.86649137183348,1.236131102073884,2,3,149.62283687728942,OBrClClCl
457.523111804296,0.5585227025619572,1,10,116.8342326484304,BrBrNClBrNCBr
392.1877022041453,3.34052068213151,2,10,78.63452585562334,OClNBrCCOBr
255.4754673295112,1.9752544104726248,2,0,118.47799307593402,NNCNBrBrC
183.905757133578,-0.5137227045541124,4,0,168.90715876753796,BrNClCCClO
336.3306199825396,0.321099211698868,2,3,135.9403523072014,ClNCBrBrN
760.0367927387634,3.0995525819575755,2,5,36.669524541694976,BrClNCBr
326.24205241452864,-0.5432148430581989,3,7,151.6066574991539,BrBrClBrBr
463.1534352203562,4.107241484292612,1,5,56.9851291925786,NNCOClBrNO
592.1132712266244,1.970879162083846,3,8,76.47118839527451,OClClClClClOCCl
354.54072166550577,1.883519463959888,3,8,107.62375205914698,OCCCO
780.2474579046725,2.554446707957106,0,1,43.228289295964174,ClClNBrNN
773.7131064594779,3.9480857955508952,3,9,20.81776510005034,OBrBrNCClBrClN
276.2476070777549,1.0868552474131583,4,0,130.68812832506134,BrOBrOCCC
448.0739541246698,3.0680969153543813,4,1,76.18914047850993,ClCCBrBrCl
310.61481687173875,2.394391783974746,0,4,104.59995149145357,ClNCBrBrONN
299.38834606422733,0.6021696210165279,5,3,135.87362972502945,NCNCNC
125.82086314817296,4.271779918130948,1,3,96.40939347096258,OClBrNClCl
526.6950337859278,3.784556129641569,1,8,54.42051861606622,OOCClBrBr
451.875316260203,2.950711007950553,3,10,77.67040200163207,OClClBrNCNBrC
136.03512587499256,4.103490374565451,3,7,97.93743635620172,NCNBrBrBrN
295.052524965628,4.203765205758814,5,5,76.38901428331627,NNBrNOBrClCCO
735.7861201766576,3.2501778602902087,3,0,37.19043730641432,CNCNClClBrO
267.69332346688066,4.022079970182032,1,1,82.83700173027272,CClNOCl
201.42641046385617,3.1848287700157023,2,5,105.07455252508962,CClBrCCCNClO
442.6169321942941,3.0808446305618027,4,10,76.65880629968318,BrCOBrBr
789.9553178774205,2.711668269291106,2,1,39.39444744380401,BrCNBrCCClNN
269.43869005805027,3.516299837345848,2,9,91.0484997869796,ClNNBrO
570.494883184115,-0.0483693682415578,1,4,112.82762907267823,OOCNCBrClBrCC
633.1337307301023,4.285224555193571,2,4,32.77120773884437,NCNCBrC
266.3462807946797,4.231061166471392,5,5,79.52236212614183,CCNBrOOOCl
609.7514440283016,-0.8245163017926451,0,5,120.85634119300636,OCBrOOBr
357.44819290347726,3.954900503388576,3,5,72.73730083058909,OOBrOBrBrCC
542.6140814155056,-0.2267807951593288,0,1,119.28625307571728,CONCCO
543.4707975326263,1.0107131255548514,4,9,98.55426488250752,NCNClClCl
475.0422788523309,3.461049537749646,3,2,66.26888951429785,BrCClNCC
163.2028390380858,-0.0354406237101507,2,5,163.52365551540845,BrBrBrNBrNOClOCl
684.7117469124665,3.907802144714373,4,7,32.614329224035465,CCONClCO
324.54604548021507,3.992805067746452,3,10,76.21832651919892,ClCOClBrCl
230.562957279898,2.044806402565017,5,0,120.43285696392913,CNClBrBrN
128.54259908833473,-0.9616847696989984,5,0,183.2935879422748,NNBrClNClNONC
513.6250602317693,0.7222287990494767,5,10,107.09305415353757,CClNCCClONO
574.2950532895977,2.701561510254453,5,1,66.52042650122607,OCClOCC
111.61148024949932,4.887117068164541,2,10,87.92994716607024,NClNNCC
458.4651408094967,2.7908811621000105,0,5,79.51050469714606,ClBrCOClOClNN
258.5470426385566,0.5588214863849588,3,8,141.70126156376446,OOOBrCBrN
551.6209532866148,2.804034218597668,2,3,67.646810529212,NCCBrCNCBrCN
222.056500303494,2.239912278295133,5,2,118.24439949047768,COBrClClN
583.6564166717262,3.679072370906861,0,7,49.05840840091986,ClNClCCBrBrO
370.7147424103762,-0.3581161670382495,4,10,142.96259331600714,ClCNClClBrClCl
755.7109921157141,3.566167415012168,4,9,29.43333573533293,OCNClClCl
196.2646609021953,2.247599472056661,4,8,121.34025951961458,ClClBrClNBrCC
338.74644573518094,4.777952023153968,5,10,61.35749389720292,BrBrCOOOOBrC
179.43146486841235,1.0512329962321163,4,4,143.38385028757986,COCClCBrCl
747.285532794994,2.795731358803689,1,8,43.32711908723093,NNClOCl
714.1375473666867,4.592168633060105,3,1,17.529996028162415,ClONBrNOON
280.55913940060896,-0.3849416320559244,3,2,154.67913477585594,ClNClBrONCCNBr
561.9888322239253,4.623370923418706,5,6,36.02854724836423,NBrClBrNOClCBr
672.0555401408511,3.12731433380488,1,6,47.20448525231228,OBrClBrNBrBrClN
488.6405681196237,-0.5929776453689686,2,5,132.13622307452985,OONOBrO
470.7554048492045,0.8057814016808975,2,5,111.0592176991678,ONBrOOBrNClOCl
269.2966036303162,3.249032531871689,4,1,95.5207156816823,CClClBrNO
165.17193746412943,-0.5958963911873698,0,9,172.61844767010666,CNOOClCNNOC
728.0510305673288,2.49302276105764,2,5,50.77657516145657,NNONClONBr
730.2926400143314,1.0752983417177404,0,3,74.1251143029129,BrOClNCCNBrBrN
543.1710200912876,2.725493106604863,3,2,70.01207071184133,ClBrNNClBrClOOCl
337.32085373409046,-0.7255477971249229,0,10,153.2606899019874,OBrNBrCBrN
344.4467022288626,4.229220836914258,3,1,69.79048160615456,ClBrBrNNClClON
608.1689752091676,4.840933815064382,1,0,26.629981181114356,COCCCBr
727.977181966804,4.813267131714149,1,10,12.115066725580355,NBrNBrOOBrNCN
720.9604969855822,3.497910990457548,5,10,34.91475470250977,OClNNO
645.9128821003367,-0.2194825592162081,5,4,106.25226572439472,ClBrOCCl
549.4221523080014,3.5495791755741357,4,1,55.495911368597575,ClClOClClOClNC
158.89797549653417,-0.8524785012471909,2,1,177.67906141705308,BrBrOClCNCO
213.14009986622963,-0.8672586908260165,4,6,171.14513236382157,COOBrCl
728.9879319689554,0.9416613148972476,3,7,76.51548658892645,OClNClBrNCl
524.5003417617129,1.9318591424279945,4,9,85.57313823931932,OCCClClONBr
106.43793613164075,3.622444506846759,0,7,109.65451620276558,NONClCBr
171.03008000622248,3.099772259639031,3,3,110.29170233857168,BrOClNNBrNClCBr
564.451238375639,1.6754162382604898,5,0,84.85332456537029,BrCClBrNNBrNBr
103.54310869235309,0.6417599976899953,1,10,159.69444478528928,ClClNOBr
212.56563599224904,4.982747000946267,5,6,73.71684548519775,ClBrNBrNBrBrBrNO
484.1136525566103,1.557087813415838,2,0,96.86766320682642,BrBrONCCl
584.3266383848852,1.7083221459780529,3,10,81.8204677689218,ClNClNClOClN
556.3728816518203,-0.0182570728499849,3,3,114.09100767435554,BrClBrNBrNClN
256.98851662239184,3.768857292499576,0,7,88.39548054720807,BrClCClClONClC
598.5254549432751,3.162093354688932,2,1,55.816095553941736,NClClBrCl
266.07436124776007,0.3246176767325623,1,5,144.66374356515396,NOOCNNNClO
327.7797887114874,-0.5057137263049438,3,5,150.7894218494798,ClBrOBrNOO
622.5439835826169,3.082995812448279,3,8,54.13207184470158,ClClClBrClBrNBr
554.7430293330503,2.927067285686811,0,4,65.2059999052552,CBrNClClC
694.4563873459246,0.6395571619892559,4,9,85.8669988819385,OBrNClNONONCl
560.3290246102404,4.705181373502462,1,3,34.87251569867891,NClNCOC
497.8160223348301,-0.0936526493145986,5,4,122.66720803005622,ClBrClBrNN
165.57233747966472,1.5940088062556113,2,9,136.0699777107817,ONBrCN
357.40106214160346,4.661695521005593,3,10,60.96327521553968,COONClCN
285.6416573772078,1.518363901556734,3,4,122.32206113523678,COONOClOCO
